Company Name,size,employees_count,followers,founded,description
Stevens International Kazakhstan Based,50,0,0,2019,We focus on creating Improvements n nBetter Efficiency Less breakdowns and a Sustainable Future for your company n nScopes are project supervision contractor management training and development roles shutdown support and management equipment condition monitoring n nTogether we achieve success n n We identify high turnover spare parts and apply workable control measures or technology upgrades n Creating breakdown algorithms and applying analysis we can create predictive maintenance strategies and better maintenance schedules n We use financial accounting data we simulate cost savings and provide mine financial forecasting of current models vs potential upgrades and nimprovements n We provide package Learning Programs and Staff Training n We can manage the Electrical department Budget forecasting and analysis replacement parts warranties high risk parts analysis documentation nimplementation n We identify and stop reoccurring equipment breakdowns improving efficiency and reliability on equipment n nOur Electrical Industry Sectors n1 Copper Nickel Iron Ore Gold Mines n2 Autoclaves n3 Plant shutdown environment n4 Underground Mines n nThe Company Mission Is To Exceed Expectations nBusiness Values n Results Based work n Safe behavior culture n Customer cost savings n Key thinking and clear scope n Transparent daily work scope n Milestone Reporting Structure n Leadership and Creativity through experience n Continuous improvement and local knowledge transfer n Long term business engagements n nPersonal Values n n Integrity n Boldness n Honesty n Trust n Accountability n Confidentiality n Culture diversity and Professional
Stewart Sons Steel,0,0,0,3000,Stewart Sons Steel is a mining metals company based out of 11 17 Production St Svensson Heights Australia
Stibium Mining Proprietary Limited,0,9,12,2012,Stibium Mining Proprietary Limited is a mining metals company based out of SUITE 505 35 LIME ST Sydney New South Wales Australia
Stirling Zircon Pty Ltd,0,0,0,2009,Stirling Zircon Pty Ltd is a mining metals company based out of 143 HAY ST Subiaco Western Australia Australia
Stokes Mining Services,0,6,0,3000,Stokes Mining Services is a mining metals company based out of 2 Bates Ct Gracemere Australia
Stonehenge Korea Limited,10,0,0,2006,Stonehenge Korea Limited is a JV company registered in Korea and jointly held by ASX listed Protean Wave Energy Limited 50 and KOSDAQ listed companies Korea Resources Investment Development Inc 30 and BHI Co Ltd 20 The JV aims to develop its portfolio of mineral exploration assets r nFor more information see http www stonehengekorea com au
Stoneridge Quarries,0,6,5,3000,Not Provided
Stoped,10,0,0,2015,Buy or sell everything exploration and mining n nThe perfect forum for advertising exploration and mining jobs equipment office space and even conference tickets This is the one stop shop for it all
Stopford Drilling,10,0,4,2008,Stopford Drilling has a commitment to safety and continuation of training to all team members ensuring we remain current in local requirements and safety standards Our team s energetic and motivated attitude combined with a framework that allows us to remain dynamic and flexible guarantees the highest standard of drilling outcomes to meet and exceed customer requirements
Storm Custom Worx Pty Ltd,0,0,0,3000,Storm Custom Worx Pty Ltd is a mining metals company based out of 113 Connaught St Sandgate Australia
Straight Up Metal Services,0,0,0,3000,We are a steel manufacturing and installation company We specialise in architectural metal work including but not limited to Stainless steel and glass balustrades architectural cladding stairs and structural steel all to Australian Standards
Straits of Malacca,0,0,0,3000,Not Provided
Strandline Resources Limited,50,25,1113,2000,Strandline Resources Limited ASX STA is an emerging heavy mineral sands developer with a portfolio of 100 owned development assets located in Western Australia and within the world s major zircon and titanium producing corridor in East Africa nStrandline s strategy is to develop and operate high margin expandable mining assets with market differentiation and global relevance nStrandline s project portfolio contains high quality assets which offer a range of development options and timelines geographic diversity and scalability They include two zircon titanium rich projects being the large Coburn Project in Western Australia construction started and the Fungoni Project in central Tanzania development ready as well as a series of titanium dominated exploration projects spread along the highly prospective Tanzanian coastline including the advanced and large scale Tajiri Project in northern Tanzania
Strangio Structural Steel Pty Ltd,0,5,0,3000,SSS offers the full package when it comes to structural steel Our process commences with professional advice estimating design and steel drafting workshop fabrication industry coating requirements and site installation We have rapidly been recognised for our excellence in service complemented by the high quality products installed on site
Strata Consolidation,50,10,338,2011,Strata Consolidation are exactly what our name implies Our core business is the Consolidation of Ground in Underground Mining using Polymeric Resins and Cementitious Grouts We have industry leading professionals as part of our team with years of experience in the Polymeric and Cementitious Injection of Underground Strata for Consolidation Water Displacement and for the Recovery of Fallen Ground nWith the support of leading chemical manufacturers we can offer expert technical advice and industry leading Injection Practices Strata Consolidation have completed numerous successful projects for many blue chip mining companies such as Rio Tinto Glencore X Strata South 32 and Centennial Coal n nStrata Consolidations Management Systems are ISO 9001 2008 accredited As such our commitment to continuous improvement guarantees the highest levels of training are offered to our team ensuring a safe and professional approach resulting in a quality result for our clients nStrata Consolidation invests in its employees and welcomes creative and innovative thinking and has achieved a reputation of quality performance and integrity
